Compound ID,InChIKey,SMILES,logS,logP,MW,similarity_scores_with_oral_bioavail_test_dataset
C7386,DGEZNRSVGBDHLK-UHFFFAOYSA-N,c1ccc2c(n1)c1ncccc1cc2,-1.826026631,2.783,180.205,0.35483871
C1217,HFZWRUODUSTPEG-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)O,-1.55,2.699,163.001,0.35483871
C1221,WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(=O)c1ccccc1,-1.55,1.3848,122.121,0.35483871
C4136,APZVCLYXVHJXNZ-UHFFFAOYSA-N,CCC1CNC(=O)OC21CCN(CC2)CCCC(=O)c1ccc(cc1)F,-4.013935008,3.6559,362.438,0.355263158
C7460,ULBKMFLWMIGVOJ-CFXUUZMDSA-M,CCC(C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)[O-])(C)C)Oc1ccccc1.[K+],-1.76716941,0.4698,416.533,0.355263158
C2577,YDUVNCVFHOFCBV-UHFFFAOYSA-N,O=C(N1c2ccccc2CCc2c1cccc2)C[NH2+]C(C)(C)C.[Cl-],-5.693816365,-0.1192,344.878,0.355555556
C2934,NGZOZDKXUPYDFY-UHFFFAOYSA-N,Clc1ccc(cc1)C(=O)C(c1ccc(cc1)Cl)CN1CCCC1.Cl,-5.183749879,5.7956,384.727,0.355555556
C269,SYGHQFHDDIIPNX-UHFFFAOYSA-N,FCCN1c2ccccc2Cc2c(C1=O)cccc2,-4.8000002,3.2721,255.287,0.355555556
C3446,ZOOUBGRVRUUFQX-UHFFFAOYSA-N,O=C(c1ccc(c(c1)C)C)Cc1ccccc1C(=O)O,-4.586030873,3.427,268.307,0.355555556
C3589,LDPUUCGOLVUXRV-UHFFFAOYSA-N,ClCCN(CCOc1ccc(cc1)OCCN(CCCl)CC)CC.Cl.Cl,-4.454812058,5.1696,450.271,0.355555556
C3689,HKAZHNCYFOUFFY-UHFFFAOYSA-N,Clc1cccc(c1)C(c1ccc(cc1)Cl)OCC[NH+](C)C.[Cl-],-4.35575263,0.2479,360.706,0.355555556
C5809,CHOBRHHOYQKCOU-UHFFFAOYSA-N,CN(CCN(c1ccccc1)Cc1ccccc1)C,-2.845571216,3.2548,254.37,0.355555556
C948,FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)OCC,-2.3499999,2.04,222.237,0.355555556
C7621,COCNDHOPIHDTHK-UHFFFAOYSA-N,COc1ccc2c(c1)c(c[nH]2)CC(=O)O,-1.644751916,1.8036,205.21,0.355555556
C8401,GWIJGCIVKLITQK-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)[N-]c1nccs1.[Na+],-0.979044336,3.7814,277.298,0.355555556
C8971,ZFUFAMMRSGTUQO-UHFFFAOYSA-N,CCOC(c1ccccc1)(c1ccccc1)C(=O)OCCN(C)C.Cl,-0.259930565,3.8735,363.878,0.355555556
C9346,VXAKLOLHHGJHEX-UHFFFAOYSA-M,COc1ccc(cc1C(C([N+](C)(C)C)C)O)OC.[Cl-],0.302077766,-1.1641,289.798,0.355555556
C9745,OCYSGIYOVXAGKQ-FVGYRXGTSA-N,CNC[C@@H](c1cccc(c1)O)O.Cl,0.691081466,1.8379,203.666,0.355555556
C9748,AYEOOGDUDIHXQE-UHFFFAOYSA-N,OC(c1ccc(cc1)O)C(N)C.Cl,0.691081466,2.2751,203.666,0.355555556
C1799,JPEOONAIYXUZTI-UHFFFAOYSA-L,CC[N+](CCN1c2ccccc2Sc2c1cccc2)(CCCCCC[N+](CCN1c2ccccc2Sc2c1cccc2)(CC)CC)CC.[Br-].[Br-],-9.236306986,5.0038,840.859,0.355932203
C2467,HOKDBMAJZXIPGC-UHFFFAOYSA-N,c1ccc2c(c1)N(CC1CN3CCC1CC3)c1c(S2)cccc1,-5.887624842,4.634,322.467,0.355932203
C3893,PQQWTNHZXGJTDN-UHFFFAOYSA-N,CC(N(C(C)C)CCN1C(=O)CCCc2c1cccc2)C,-4.179014591,3.5397,288.428,0.355932203
C4966,KRQAMFQCSAJCRH-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)C(=O)OCCCN(CCN(CCCOC(=O)c1cc(OC)c(c(c1)OC)OC)C)C,-3.404351808,3.3958,592.678,0.355932203
C672,PMGCQNGBLMMXEW-UHFFFAOYSA-N,CC(CCOC(=O)c1ccccc1O)C,-3.1600001,2.5951,208.254,0.355932203
C7802,GNXFOGHNGIVQEH-UHFFFAOYSA-N,COc1ccccc1OCC(COC(=O)N)O,-1.525122224,1.2305,241.241,0.355932203
C1376,GNXFOGHNGIVQEH-QMMMGPOBSA-N,COc1ccccc1OC[C@@H](COC(=O)N)O,-0.99000001,1.2305,241.241,0.355932203
C2131,TXVGQCHMEAUKDG-YGICXTQQSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCC1=CCCCC1.Cl,-6.725499911,6.081,387.986,0.356164384
C2913,YAIARBNHRVQQRT-SKBVVQJISA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccc(cc1)N(C)C,-5.207884639,4.6972,390.561,0.356164384
C3207,WZOMEARVDFBWTD-JVFQMWRPSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1cccs1.Cl,-4.86595003,5.4947,389.982,0.356164384
C3761,QXOWEHJVUGQSBP-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCN1CCN2C(C1)CCc1c2cccc1.Cl.Cl,-4.279749315,5.1424,411.34,0.356164384
C4222,WOHKFWLAUZYPMT-JVFQMWRPSA-N,COCC(=CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)C.Cl,-3.943969341,4.7832,377.948,0.356164384
C8013,BBFYUPYFXSSMNV-HMGRVEAOSA-N,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(c(c3=O)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,-1.346103344,-0.5389,464.376,0.356321839
C12,LHRCREOYAASXPZ-UHFFFAOYSA-N,c1ccc2c(c1)c1cc3ccc4c(c3cc1cc2)cccc4,-8.6599998,6.2994,278.347,0.357142857
C2534,LQZPJQKYAOYUJS-UHFFFAOYSA-N,CCN(CCN1c2ccccc2Sc2c1cccc2)CC.Cl,-5.769810675,5.4981,334.907,0.357142857
C2814,NXWWSYGSSAHNRR-UHFFFAOYSA-N,O=C(N1CC=Cc2c1cccc2)OCc1ccccc1,-5.333851798,3.9216,265.307,0.357142857
C205,WEJZHZJJXPXXMU-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1ccccc1,-5.25,4.6604,223.098,0.357142857
C3445,PRYMXHIMDPCGRF-UHFFFAOYSA-N,OCCN1CCN(CC1)CCC(=O)N1c2ccccc2Sc2c1cc(Cl)cc2.Cl.Cl,-4.587161009,5.0141,490.874,0.357142857
C3627,OCJVHIVDXBSTON-UHFFFAOYSA-N,OCCN1CCN(CC1)CC(=O)N1c2ccccc2Sc2c1cc(Cl)cc2.Cl.Cl,-4.411201862,4.624,476.847,0.357142857
C4051,RBGWCEWDAHDPEH-UHFFFAOYSA-N,CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1.Cl,-4.071874779,4.5859,359.89,0.357142857
C5266,WFLSCFISQHLEED-UHFFFAOYSA-N,CC(C(c1ccccc1)(C#N)CC(N(C)C)C)C,-3.192169562,3.44418,244.375,0.357142857
C5968,YBLZYROLKJTYHF-UHFFFAOYSA-N,CC(C(c1ccccc1)(C(=O)N)CCN(C)C)C,-2.739000935,2.7177,248.364,0.357142857
C847,XKJCHHZQLQNZHY-UHFFFAOYSA-N,O=C1NC(=O)c2c1cccc2,-2.6099999,0.899,147.131,0.357142857
C6182,DKVCHMQHUMLKPO-UHFFFAOYSA-N,COc1ccc(c(c1)C(=O)CC)OC,-2.604369179,2.2965,194.227,0.357142857
C982,ZHDORMMHAKXTPT-UHFFFAOYSA-N,O=C(c1ccccc1)NC(=O)c1ccccc1,-2.27,2.6477,225.243,0.357142857
C6972,MLDZAGGFWSAWHF-UHFFFAOYSA-N,CCC(=O)c1cc(OC)ccc1O,-2.106542904,1.9935,180.2,0.357142857
C7017,GWBJKDRJBWUMFT-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=NC1=O)OC(C)C,-2.080942905,0.9946,226.272,0.357142857
C7150,ILPUOPPYSQEBNJ-UHFFFAOYSA-N,OC(=O)C(Oc1ccccc1)(C)C,-1.998083442,1.9286,180.2,0.357142857
C7537,WRQDGPXEQMJEKS-UHFFFAOYSA-N,OC(C(Cl)Cl)NC(=O)c1ccc(cc1)F,-1.714877983,2.0685,252.07,0.357142857
C7903,BILWDWLNZFTXAN-UHFFFAOYSA-N,[O-][N+](=O)c1ncc(n1C)C,-1.450649337,1.1599,141.128,0.357142857
C8019,WCDSTFHSWVDGPD-CABZTGNLSA-N,CN[C@H]([C@@H](c1ccccc1)OC(=O)C)C,-1.336994338,2.2896,207.269,0.357142857
C8467,SPCIYGNTAMCTRO-UHFFFAOYSA-N,CN(CCc1c[nH]c2c1c(O)ccc2)C,-0.929276483,1.9776,204.268,0.357142857
C1442,VHUNCYDAXJGCLO-CSWFVJHESA-N,COC(=O)c1ccccc1O[C@@H]1O[C@H](CO[C@H]2OC[C@@H]([C@H]([C@@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O,-0.74000001,-2.8848,446.403,0.357142857
C3507,JSDOMRGYHWMEOM-UHFFFAOYSA-N,CCCCCOc1ccc(cc1)C(=O)CCN1CCCCC1.Cl,-4.533969878,5.0542,339.9,0.358208955
C3537,MNMGNPZLUMHSKK-UHFFFAOYSA-N,Oc1ccc2c(c1)C1(C)CCN(C(C2)C1C)CCc1ccccc1.Br,-4.49404237,5.0551,402.368,0.358208955
C4509,KPCLDXRCQCEGKE-UHFFFAOYSA-M,O=C(C(c1ccccc1)(c1ccccc1)O)OC1CC2CCC(C1)[N+]2(C)Cc1ccccc1.[Br-],-3.720685755,1.7687,522.473,0.358208955
C4574,KGPAYJZAMGEDIQ-UHFFFAOYSA-N,COc1cc(ccc1OC)CC1N(C)CCc2c1cc(OC)c(c2)OC,-3.679894712,3.4306,357.443,0.358208955
C902,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,Cc1onc(c1)C(=O)NNCc1ccccc1,-2.46,2.1994,231.251,0.358208955
C1722,XVQDYVLXIXMLOS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCOC(=O)c1ccc(c(c1)N(CCCl)CCCl)C,-13.45141192,9.3072,514.611,0.358490566
C3149,CGOUFDAVNKYPMT-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)C(F)(F)F)C,-4.921184198,4.7017,335.277,0.358490566
C3707,GJHSNEVFXQVOHR-UHFFFAOYSA-L,C[n+]1cccc(c1)OC(=O)N(CCCCCCN(C(=O)Oc1ccc[n+](c1)C)C)C.[Br-].[Br-],-4.342204221,-3.5346,576.322,0.358490566
C4151,IECCHUISCGCKKS-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)CCN1CCCCC1.Cl,-4.002472376,4.5384,331.88,0.358490566
C6593,MMAGCXHWOMQWKW-LIWIJTDLSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)c1ccccc1.Cl,-2.34953962,3.2085,281.778,0.358490566
C7547,YGBYMILEURDRKI-UHFFFAOYSA-N,CCN(CCNCC(COc1ccc(cc1)C(=O)CC)O)CC,-1.708431689,2.3413,322.442,0.358490566
C7893,KWAYEPXDGHYGRW-UHFFFAOYSA-N,NC(=O)c1cccc(c1)[N+](=O)[O-],-1.461022553,1.9172,166.134,0.358490566
C3247,LIAPJIQUUKLLDZ-UHFFFAOYSA-N,COc1c(C(CCc2ccc(cc2)O)O)c(OCCN2CCCCC2)c(c2c1cco2)OC,-4.810964336,4.6244,455.543,0.358974359
C3932,PHNLCHMJDSSPDQ-UHFFFAOYSA-N,NC(=O)N1c2ccccc2CCc2c1cccc2,-4.151796517,3.7673,238.284,0.358974359
C5030,MQHNKCZKNAJROC-UHFFFAOYSA-N,CCCOC(=O)c1ccccc1C(=O)OCCC,-3.365026701,2.8202,250.29,0.358974359
C750,BMLIZLVNXIYGCK-UHFFFAOYSA-N,CN(C(=O)Nc1ccc(cc1)Cl)C,-2.8900001,2.5065,198.649,0.358974359
C6327,JJXPTUWJVQUHKN-UHFFFAOYSA-N,COc1ccc2c(c1)cco2,-2.519455887,2.4414,148.159,0.358974359
C6503,MCTNRBUJWLUDJG-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)N(C)C(=O)N(C1=O)C,-2.406799433,1.0512,236.267,0.358974359
C6718,QTSCXKZZWJJBON-UHFFFAOYSA-N,CC(NNCc1ccccc1)C.Cl,-2.265142535,3.273,200.708,0.358974359
C6840,KIZLMJCPUZAQPU-UHFFFAOYSA-N,COc1c(C)cc(cc1C)CC(N)C.Cl,-2.182274792,3.704,229.746,0.358974359
C7004,WFKPHYKFAOXUTI-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(=O)N,-2.084455627,1.5172,178.188,0.358974359
C7102,DWAQDRSOVMLGRQ-UHFFFAOYSA-N,COc1ccc2c(c1)cc[nH]2,-2.034620489,2.1765,147.174,0.358974359
C7411,JSSSGAGHEPXNMV-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Nc1cccnc1.Cl,-1.811954334,3.3723,249.696,0.358974359
C1140,LQNUZADURLCDLV-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1,-1.8,2.118,123.109,0.358974359
C1162,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)O,-1.72,1.3101,180.157,0.358974359
C7711,PGUKYDVWVXRPKK-UHFFFAOYSA-N,COc1ccc(cc1)NC(=O)N,-1.591679164,1.9591,166.177,0.358974359
C8459,GOAXEHDWLMGWIV-UHFFFAOYSA-N,COc1cc(CC(N)C)cc(c1OC)OC.Cl,-0.93500647,3.1044,261.745,0.358974359
C9738,HTKFJJITPRZSPS-YJOCEBFMSA-N,COCn1ccn(/c/1=C/[NH+]=O)C.[Cl-],0.686888181,-4.6994,205.642,0.358974359
C2272,LQCLVBQBTUVCEQ-QTFUVMRISA-N,CO[C@H]1C[C@@H](O[C@H]([C@@H]1OC(=O)C)C)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)C)N(C)C)[C@@H](C)C[C@]2(OC2)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]1C)C)C)OC(=O)C)C,-6.292460467,3.6209,813.968,0.359223301
C196,XSCGXQMFQXDFCW-UHFFFAOYSA-N,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C,-5.3000002,5.3248,352.417,0.359375
C6186,DTQPKKCVUDORIM-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)C(CCN1CCN(CC1)c1ccccc1)O,-2.602585398,2.5845,342.407,0.359375
C5625,POWMMMXVDBMFMP-QPMAGJLNSA-N,O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,-2.963055127,2.7833,388.497,0.359550562
C3075,IJLPAGBWPSGGDR-CNNNCVBWSA-N,COc1cc(CCN2CC[C@@]34[C@H]([C@H]2Cc2c4cc(cc2)O)CCCC3)cc(c1OC)OC.Cl,-5.015896948,5.459,474.032,0.36
C3609,BOFYHBVFGWJLIZ-UHFFFAOYSA-N,CCN(CCOc1ccccc1C(=O)Nc1ccccc1)CC,-4.433276604,3.7325,312.406,0.36
C5075,ODAJVSVRPUSJQQ-UHFFFAOYSA-M,C=CCC1(C(CC)C)C(=O)NC(=S)N=C1[O-].[Na+],-3.328898163,1.6031,262.304,0.36
C907,QZYHIOPPLUPUJF-UHFFFAOYSA-N,Cc1cccc(c1)[N+](=O)[O-],-2.4400001,2.4264,137.136,0.36
C6604,DQTGDWXWOOUMFT-UHFFFAOYSA-N,[O-][N+](=O)O.OCCn1c(=O)n(C)c2c(c1=O)n(C)c(n2)Cl,-2.343063117,-0.7451,321.674,0.36
C6846,XIROGEVVNHGHFZ-UHFFFAOYSA-N,O=C(c1ccccc1)CCN1CCCCC1.Cl,-2.179130998,3.4852,253.768,0.36
C7118,VCZPUGSOJXZKIP-YPMHNXCESA-N,OC(=O)[C@H]1CCCC[C@]1(O)c1ccccc1,-2.026981083,2.149,220.264,0.36
C1139,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1,-1.8,1.8257,96.1023,0.36
C7647,LUWHVONVCYWRMZ-UHFFFAOYSA-N,CNC(Cc1ccc2c(c1)OCO2)C.Cl,-1.627971274,2.7586,229.703,0.36
C7706,LOVXREQUMZKFCM-UHFFFAOYSA-N,CC(Cc1ccc2c(c1)OCO2)NCC(c1ccc(c(c1)O)O)O.Cl,-1.596692732,3.2736,367.824,0.36
C8509,XUZKWGHQFMAXTE-UHFFFAOYSA-N,SC/C(=[NH+]\CCc1ccc(c(c1)OC)OC)/N.[Cl-],-0.888415518,-2.6818,290.809,0.36
C1646,GCNTZFIIOFTKIY-UHFFFAOYSA-N,Oc1ccncc1,1.02,0.7872,95.0993,0.36
C7079,WDLWHQDACQUCJR-ZAMMOSSLSA-N,C/C=C/C1=C(C(=O)O)N2[C@H](SC1)[C@@H](C2=O)NC(=O)[C@@H](c1ccc(cc1)O)N,-2.050095458,1.7358,389.426,0.360465116
C3088,LXYHHQBJIVTGNY-UHFFFAOYSA-N,CC1CC(CC([NH+]1C)C)OC(=O)C(c1ccccc1)c1ccccc1.[Cl-],-5.004578121,1.389,373.916,0.360655738
C4425,AQCHWTWZEMGIFD-UHFFFAOYSA-N,CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,-3.782964379,4.6982,365.835,0.360655738
C498,AQCHWTWZEMGIFD-JTQLQIEISA-N,C[C@H]1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,-3.78,4.6982,365.835,0.360655738
C4618,HQRJTGCTWZMXKJ-UHFFFAOYSA-N,O=C(Cc1ccccc1)OCCCN1CCCCC1C,-3.657478696,2.9747,275.386,0.360655738
C2637,ZDGVLDKCQRCCKI-ICDZXHCJSA-N,CSc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,-5.590721567,5.3531,393.585,0.361111111
C3342,QIHLUZAFSSMXHQ-UHFFFAOYSA-N,CC(N1CCC(CC1)(c1ccccc1)c1ccccc1)(C)C,-4.688087865,4.8049,293.446,0.361111111
C3455,OCESZSGMAAGZGO-UHFFFAOYSA-N,Nc1ccc2c(c1)nc1c(c2)ccc(c1)Cl,-4.580351812,4.2048,228.677,0.361111111
C729,QAHFOPIILNICLA-UHFFFAOYSA-N,CN(C(=O)C(c1ccccc1)c1ccccc1)C,-2.98,2.9067,239.312,0.361111111
C820,OZKOMUDCMCEDTM-UHFFFAOYSA-N,c1cnc2c(c1)ccc1c2cccn1,-2.6800001,2.783,180.205,0.361111111
C6149,CVBUKMMMRLOKQR-UHFFFAOYSA-N,O=C(c1ccccc1)CC(=O)C,-2.626819944,1.8484,162.185,0.361111111
C6156,KQZFABSTXSNEQH-UHFFFAOYSA-N,Ic1ccc(cc1)S(=O)(=O)N,-2.622738731,2.7197,283.087,0.361111111
C6449,XANUSFXLDREZGY-ACAGNQJTSA-N,[O-][N+](=O)c1ccc(o1)/C=N\N1CC(=O)N(C1=O)CC(=O)OCC,-2.446420643,0.748,324.246,0.361111111
C1024,GPSDUZXPYCFOSQ-UHFFFAOYSA-N,Cc1cccc(c1)C(=O)O,-2.1400001,1.6932,136.148,0.361111111
C7006,STYQHICBPYRHQK-UHFFFAOYSA-N,Brc1ccc(cc1)S(=O)(=O)N,-2.084145091,2.8776,236.086,0.361111111
C7331,VGEPKKUTRKZFEW-UHFFFAOYSA-N,CC(=O)N1CC=Cc2c1cccc2,-1.863837152,2.1313,173.211,0.361111111
C1158,LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N,-1.74,2.4235,171.217,0.361111111
C7723,HHHDJHHNEURCNV-UHFFFAOYSA-N,Clc1ccc(cc1)S(=O)(=O)N,-1.581152348,2.7685,191.635,0.361111111
C8052,JFUUKHUKGAQKIW-UHFFFAOYSA-N,CC(=O)NC(c1ccccc1)NC(=O)C,-1.314383429,1.7392,206.241,0.361111111
C1388,JACRWUWPXAESPB-QMMMGPOBSA-N,OC[C@@H](c1ccccc1)C(=O)O,-0.93000001,0.8471,166.174,0.361111111
C8657,XBTOSRUBOXQWBO-UHFFFAOYSA-N,Nc1ccc2c(c1)cn[nH]2,-0.728503874,1.7263,133.151,0.361111111
C8658,KEJFADGISRFLFO-UHFFFAOYSA-N,Nc1ccc2c(c1)[nH]nc2,-0.728154903,1.7263,133.151,0.361111111
C8707,QMNXJNURJISYMS-UHFFFAOYSA-N,CN(CCC(=O)c1ccccc1)C,-0.657514262,1.821,177.243,0.361111111
C8937,ZIFJVJZWVSPZLE-UHFFFAOYSA-N,O=[NH+]C=c1ccn(cc1)COCn1ccc(=C[NH+]=O)cc1.[Cl-].[Cl-],-0.32311127,-8.3384,359.208,0.361111111
C9126,CGRKCGWEOIQFRD-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)[NH-].[Na+],0.019282573,2.6717,194.187,0.361111111
C2767,INOCOTXEWBJWKF-UHFFFAOYSA-N,COc1ccc(cc1OC)C(=O)Nc1cccc2c1CCN(C2)CCc1ccccc1,-5.41551692,4.5678,416.512,0.361445783
C2939,MIUUNYUUEFHIHM-UHFFFAOYSA-N,CC(COc1ccc(cc1)C(c1ccc(cc1)OCC(O)C)(C)C)O,-5.17919259,3.5317,344.445,0.361702128
C3053,RBGOLZYAUJDSGL-UHFFFAOYSA-N,N#CC(c1ccc2c(c1)nc(o2)c1ccc(cc1)Cl)C,-5.039747564,4.77528,282.724,0.361702128
C3142,WUSAVCGXMSWMQM-UHFFFAOYSA-N,CCCCN(C(c1ccc(cc1)OC)C(=O)N)CCCC,-4.929579352,3.8241,292.416,0.361702128
C3320,UBNYRXMKIIGMKK-RMKNXTFCSA-N,COc1ccc(cc1)/C=C/C(=O)OCCC(C)C,-4.708378946,3.2977,248.318,0.361702128
C4918,NLGFLXKEBMNEDE-UHFFFAOYSA-N,CCN(c1c(C)n(c2ccccc2)c(=O)n(c1=O)CC)CC,-3.441702355,2.1737,301.383,0.361702128
C5410,CCEXTQVHYYYTOI-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)N=C1OC(C)C)c1ccccc1,-3.097020865,2.1721,274.315,0.361702128
C5627,SPPPYRUQHOFCCJ-UHFFFAOYSA-N,ClCCn1c(CC)cnc1[N+](=O)[O-],-2.960528388,2.1157,203.626,0.361702128
C5690,MZMHSWCIXSDEPD-UHFFFAOYSA-N,CCN(c1c(C)n(CC)c(=O)n(c1=O)c1ccccc1)CC,-2.916835988,2.1737,301.383,0.361702128
C5865,PZBIVIXQLIVFHJ-UHFFFAOYSA-N,Clc1cccc(c1)OC(C(=O)O)(C)C,-2.800241859,2.582,214.646,0.361702128
C5983,UAYMEORMNOUCCG-UHFFFAOYSA-N,CCC1(C(=O)NC(=NC1=O)OC(C)C)c1ccccc1,-2.729751607,1.5362,274.315,0.361702128
C7454,LJXTYJXBORAIHX-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=C(C1)C(=O)OCC)C,-1.772187992,1.9827,253.294,0.361702128
C7643,UOFIKNKQTSXENW-UHFFFAOYSA-N,CCN(CCOC(=O)C1CC2CCN1CC2)CC,-1.628771518,1.2936,254.368,0.361702128
C8002,ABGJIKXMJUSARA-UHFFFAOYSA-N,OCCn1c(CC)cnc1[N+](=O)[O-],-1.359116097,0.8692,185.181,0.361702128
C8576,OCSOHUROTFFTFO-UHFFFAOYSA-N,OC(c1ccccc1)COC(=O)N,-0.816127439,1.5156,181.189,0.361702128
C8959,ZKNWCLWQEQMFBT-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-],-0.278437174,0.2699,351.238,0.361702128
C2809,RGLLOUBXMOGLDQ-IVEVATEUSA-N,C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C,-5.33872201,3.778,330.464,0.362068966
C5203,SYCBXBCPLUFJID-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCCCN1CCOCC1.Cl,-3.237302857,3.7065,329.862,0.362068966
C5267,XZUULFZXNSIACY-UHFFFAOYSA-N,CN(CCOCCOC(=O)C1(CCCC1)c1ccccc1)C,-3.190428403,2.6198,305.412,0.362068966
C6543,FFEYDPUBDJREFF-UHFFFAOYSA-N,OC(COc1cccc(c1)C(=O)C)C[NH2+]CCc1ccccc1.[Cl-],-2.376570763,-1.561,349.852,0.362068966
C3272,DSCOGGPZXUKTID-UHFFFAOYSA-N,COC(=O)c1c(C)ccc(c1OCCN1CCCCC1)C(C)C,-4.766408782,3.7076,319.438,0.362318841
C3501,VZYCZNZBPPHOFY-UHFFFAOYSA-N,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,-4.537676168,4.1987,446.629,0.362318841
C8605,HCTVWSOKIJULET-LQDWTQKMSA-M,O=C(N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)[O-])(C)C)COc1ccccc1.[K+],-0.786593822,-0.3088,388.48,0.362318841
C112,ALDJIKXAHSDLLB-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cccc(c1Cl)Cl)Cl,-6.4699998,5.9672,291.988,0.363636364
C2247,NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,-6.348311865,5.9961,371.515,0.363636364
C2476,QVPASGIYEYGKJR-LAGKVDDESA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CCC(c1ccccc1)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,-5.869431735,3.4597,525.633,0.363636364
C3130,ZQHYKVKNPWDQSL-UHFFFAOYSA-N,Oc1ccc2c(c1)C1(C)CCN(C(C2)C1C)CCc1ccccc1,-4.942347946,4.097,321.456,0.363636364
C4161,KTHVBAZBLKXIHZ-UHFFFAOYSA-N,CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1,-3.996437559,3.7839,323.429,0.363636364
C4217,WGXCKFMVBAOIFH-UHFFFAOYSA-N,S=C=Nc1cccc(c1)Cl,-3.950738846,3.0743,169.631,0.363636364
C4301,CSWDSRGWVHVGBE-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NC(C(=O)N2)[n+]1cccc(c1)C(=O)N)c1ccccc1Cl.[Cl-],-3.872694613,0.646,461.728,0.363636364
C4570,DABUAUJNVONJSH-UHFFFAOYSA-N,OC(=O)C(c1ccc(cc1)Cl)Cc1ccco1,-3.680614515,3.3439,250.678,0.363636364
C533,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N,-3.6600001,3.7448,330.744,0.363636364
C4719,RXUYUUWQHGNNTA-UHFFFAOYSA-N,OCC(C(=O)N1CC2CCC(C1)N2C)(c1ccccc1)c1ccccc1,-3.594276093,2.1458,350.454,0.363636364
